Data Size,Average,Standard Deviation
92,4.871933401,1.520441801
93,4.890627112,1.525886195
94,4.899657988,1.52075332
95,4.90736011,1.51659967
96,4.928476516,1.52426145
97,4.938926908,1.521385261
98,4.953922476,1.523880952
99,4.963414549,1.520468281
100,4.974493383,1.520349417
101,4.991293339,1.524271588
102,4.999622851,1.520201579
103,5.009833155,1.518331679
104,5.018091443,1.514454928
105,5.031633847,1.514841637
106,5.049012912,1.520414208
107,5.055145013,1.516206654
108,5.068046466,1.518060114
109,5.076003122,1.513333825
110,5.088099702,1.51488496
111,5.103172427,1.517831839
112,5.111902389,1.515143276
113,5.124313835,1.517751071
114,5.138397076,1.51917139
115,5.147612135,1.518925469
116,5.15609546,1.515737901
117,5.169796363,1.51893326
118,5.181225928,1.518190039
119,5.197827602,1.52531898
120,5.204768819,1.521324076
121,5.217993755,1.523255638
122,5.228431768,1.523986959
123,5.239923194,1.524383655
124,5.251743979,1.524791969
125,5.266472414,1.530510909
126,5.274173339,1.528163209
127,5.288300764,1.531716237
128,5.299298978,1.531984007
129,5.311358637,1.534065386
130,5.320410095,1.531675166
131,5.333341073,1.535743749
132,5.344441632,1.537822738
133,5.354302994,1.53699551
134,5.366819132,1.539365219
135,5.379362487,1.542268244
136,5.392679407,1.545909011
137,5.401164882,1.545453616
138,5.412579226,1.546346977
139,5.419541606,1.543663117
140,5.432442639,1.547277398
141,5.445659084,1.551075468
142,5.455912411,1.551943913
143,5.469305688,1.556673204
144,5.480055744,1.55791759
145,5.492869768,1.561927167
146,5.501642306,1.56074402
147,5.509791918,1.559830685
148,5.523660131,1.56492553
149,5.529135351,1.560938815
150,5.544094562,1.567261181
151,5.551790459,1.565673839
152,5.560512352,1.565557409
153,5.572098678,1.567723603
154,5.580296064,1.567533307
155,5.593994088,1.573363829
156,5.604527292,1.575821957
157,5.611980133,1.574387483
158,5.620582883,1.573705403
159,5.633727839,1.578517685
160,5.64225059,1.579366795
161,5.64782422,1.575852312
162,5.656603032,1.576739831
163,5.669919816,1.580699263
164,5.681174127,1.584556286
165,5.691798184,1.585432455
166,5.69961122,1.586487427
167,5.705811324,1.583785014
168,5.717587076,1.587584256
169,5.729132572,1.59059825
170,5.73451162,1.589577355
171,5.74569455,1.591703312
172,5.754575104,1.593190769
173,5.762262247,1.593664442
174,5.769935176,1.592848461
175,5.786126782,1.601958136
176,5.790908298,1.598883215
177,5.801321145,1.600827118
178,5.810662114,1.602473633
179,5.820755826,1.605340584
180,5.823744114,1.600561629
181,5.835502638,1.606032237
182,5.83959967,1.602166987
183,5.854278004,1.608823296
184,5.855261803,1.603542361
185,5.869205282,1.609338663
186,5.880278362,1.614378758
187,5.884697624,1.60996706
188,5.896819327,1.614406921
189,5.899132052,1.610375739
190,5.912893692,1.616554376
191,5.921526127,1.61860722
192,5.929923968,1.618860612
193,5.933952822,1.617652099
194,5.945498613,1.620646104
195,5.953883166,1.621698043
196,5.963469713,1.624569662
197,5.968352869,1.623359949
198,5.978116535,1.62621492
199,5.984237974,1.626569842
200,5.989886263,1.623950623
201,6.004985494,1.632036039
202,6.007816472,1.629056215
203,6.017243656,1.632043789
204,6.022149415,1.630666397
205,6.025937954,1.628423944
206,6.033686795,1.628910062
207,6.047478908,1.636121384
208,6.053035686,1.633982326
209,6.054468005,1.630112056
210,6.059500096,1.628135293
211,6.070590992,1.634252227
212,6.075387786,1.631512661
213,6.08138693,1.631590796
214,6.087814621,1.632109734
215,6.090608173,1.628599341
216,6.101116392,1.633337696
217,6.111845218,1.637231127
218,6.112229652,1.631956953
219,6.117034056,1.630499491
220,6.126580545,1.635078347
221,6.12814821,1.629661233
222,6.138484037,1.634039638
223,6.138814788,1.629525698
224,6.143124526,1.628008772
225,6.157441337,1.635095447
226,6.156408538,1.629345912
227,6.166163698,1.632567125
228,6.167981337,1.629757551
229,6.172934008,1.628139739
230,6.176764494,1.626654073
231,6.185948925,1.629253722
232,6.187750983,1.626288586
233,6.199082277,1.630613001
234,6.204168825,1.630961671
235,6.21005747,1.631201987
236,6.212494157,1.628535182
237,6.216457018,1.628284778
238,6.217372482,1.622670909
239,6.227110829,1.625618655
240,6.230449854,1.624392465
241,6.233661858,1.623806348
242,6.234741316,1.619504255
243,6.242389949,1.621968016
244,6.250610551,1.623439765
245,6.252391448,1.620361707
246,6.259897154,1.622942309
247,6.267085731,1.624784225
248,6.268551983,1.620298957
249,6.277351543,1.62356247
250,6.278521548,1.620692497
251,6.287520595,1.623961727
252,6.292970947,1.623972665
253,6.300439785,1.626041771
254,6.299256324,1.620513293
255,6.301405117,1.617226378
256,6.312424534,1.623253342
257,6.317749148,1.622450565
258,6.323164257,1.624022031
259,6.321024454,1.617415813
260,6.331391509,1.621133744
261,6.335171904,1.62115983
262,6.339293342,1.620160183
263,6.345093654,1.619987137
264,6.345401729,1.617408577
265,6.354566609,1.620062745
266,6.35813761,1.618370108
267,6.360988649,1.616972581
268,6.369457662,1.621020393
269,6.370094283,1.616566939
270,6.381627958,1.623306693
271,6.387700934,1.624669132
272,6.390516096,1.622469046
273,6.396457648,1.62227541
274,6.398178147,1.621166853
275,6.405382867,1.623124073
276,6.408752221,1.621009688
277,6.415730684,1.625015275
278,6.417815997,1.621547947
279,6.42500989,1.622465026
280,6.43066291,1.624136796
281,6.437033495,1.624952266
282,6.438711768,1.621875226
283,6.444160643,1.623837797
284,6.450176929,1.624841739
285,6.453361877,1.62365499
286,6.459132018,1.624163763
287,6.464963988,1.624872974
288,6.470281595,1.625582224
289,6.474640025,1.626159751
290,6.481117764,1.626868778
291,6.488183975,1.630093977
292,6.48930399,1.627692392
293,6.491826269,1.62486477
294,6.498214536,1.626470929
295,6.504449864,1.627787343
296,6.508973277,1.628407075
297,6.513226009,1.627100262
298,6.517930648,1.628577057
299,6.525403337,1.63024191
300,6.529482134,1.62976922
301,6.534654525,1.631736283
302,6.539007994,1.631260097
303,6.544436643,1.631313328
304,6.547906739,1.630982442
305,6.553646686,1.632931048
306,6.558448579,1.632192293
307,6.563042747,1.63396041
308,6.569099977,1.635092291
309,6.576790447,1.636986784
310,6.576573396,1.634128531
311,6.582394649,1.633538687
312,6.585572622,1.633288044
313,6.592861599,1.635031848
314,6.599353839,1.637564183
315,6.600786883,1.635585829
316,6.609791872,1.639963749
317,6.612268634,1.637624607
318,6.615184332,1.637013187
319,6.620052063,1.63715876
320,6.623508558,1.63756926
321,6.63440697,1.643341334
322,6.63693695,1.64072571
323,6.64235233,1.642081821
324,6.647829715,1.643575859
325,6.652967452,1.645131227
326,6.654672727,1.642849676
327,6.658511731,1.642334558
328,6.665565768,1.645574202
329,6.672226204,1.64782784
330,6.673897354,1.644059087
331,6.679550284,1.647537025
332,6.680181298,1.642526591
333,6.688302423,1.646300662
334,6.694500074,1.649203863
335,6.699267404,1.649859995
336,6.700527866,1.646995583
337,6.70769821,1.649949283
338,6.708583648,1.647057465
339,6.716890746,1.650761503
340,6.717262609,1.646691806
341,6.728488695,1.653679534
342,6.732714227,1.654606681
343,6.734756398,1.651237222
344,6.738984258,1.653117198
345,6.743551954,1.654041169
346,6.74660902,1.652480475
347,6.754420293,1.655611165
348,6.758437042,1.656433511
349,6.76096855,1.655678582
350,6.766757355,1.656745421
351,6.768136732,1.654768344
352,6.772590061,1.655395949
353,6.778483907,1.657258947
354,6.786395526,1.660972363
355,6.787115808,1.657060282
356,6.790065723,1.656604099
357,6.800426051,1.662746303
358,6.801696637,1.659879974
359,6.805767731,1.660793387
360,6.8081938,1.65840079
361,6.815041687,1.662113842
362,6.81933217,1.662832136
363,6.819430877,1.658723037
364,6.827664208,1.663290485
365,6.833930683,1.666973097
366,6.837805599,1.665887768
367,6.839955737,1.663943674
368,6.842837937,1.663567878
369,6.847380977,1.663856761
370,6.851043076,1.664736797
371,6.859764746,1.668933495
372,6.859648666,1.665838922
373,6.866487513,1.668480251
374,6.866743949,1.66599709
375,6.874747827,1.669376128
376,6.879276029,1.67040455
377,6.880757976,1.667773453
378,6.890032712,1.673506218
379,6.891846169,1.671744423
380,6.895988436,1.671869193
381,6.900022316,1.671938944
382,6.903786203,1.673301281
383,6.907747642,1.672484497
384,6.908386988,1.669748123
385,6.911419219,1.669333252
386,6.917599959,1.671876741
387,6.924575758,1.675050591
388,6.925963693,1.672907004
389,6.931422186,1.674692707
390,6.934330701,1.673308304
391,6.936542006,1.673838672
392,6.946037571,1.679555191
393,6.950800348,1.680081957
394,6.950177193,1.675574949
395,6.953083404,1.675684684
396,6.957815283,1.676993817
397,6.962297347,1.677834748
398,6.965979128,1.677072119
399,6.971844467,1.679849848
400,6.97692793,1.681172256
401,6.979213222,1.679909131
402,6.982321187,1.679957847
403,6.982538989,1.677887945
404,6.991185653,1.682105762
405,6.992884855,1.679989086
406,6.996910143,1.681544158
407,7.001746709,1.682445244
408,7.002387194,1.681026572
409,7.011886064,1.684219299
410,7.012167055,1.682660007
411,7.021069769,1.688299414
412,7.024155163,1.687315723
413,7.025325709,1.685859412
414,7.02854551,1.685599308
415,7.030606811,1.684973774
416,7.038183043,1.688420163
417,7.041902517,1.688842939
418,7.043227926,1.686544098
419,7.049351325,1.688910769
420,7.05033774,1.68716328
421,7.056707064,1.690761089
422,7.057211638,1.68778629
423,7.065977831,1.692798359
424,7.068155296,1.691668432
425,7.073947194,1.694609256
426,7.07671692,1.694244555
427,7.083117622,1.697008039
428,7.084735948,1.695946815
429,7.083843378,1.691045416
430,7.096591742,1.699818133
431,7.091939779,1.694189532
432,7.092976379,1.691868075
433,7.099894367,1.694435911
434,7.107006764,1.698080542
435,7.107914352,1.696727702
436,7.115606483,1.700964998
437,7.111842069,1.694281473
438,7.117410327,1.695232916
439,7.122941807,1.697985091
440,7.126338259,1.698924269
441,7.132080861,1.701074644
442,7.141946691,1.707143334
443,7.137157881,1.700445977
444,7.14284736,1.702511369
445,7.14655015,1.70311558
446,7.145402073,1.700061902
447,7.1496463,1.699580019
448,7.158258223,1.705039194
449,7.153035099,1.698077564
450,7.158736237,1.700125913
451,7.164040004,1.702517781
452,7.170894729,1.706044786
453,7.174190806,1.706118237
454,7.178670159,1.70671335
455,7.181842229,1.707958486
456,7.182994037,1.705730764
457,7.185707388,1.705025723
458,7.189334676,1.705610891
459,7.193524378,1.706557339
460,7.193309864,1.704707782
461,7.20013713,1.707941651
462,7.206962529,1.71115788
463,7.206828687,1.70780829
464,7.204114807,1.70312104
465,7.210850851,1.70623019
466,7.219556481,1.711076953
467,7.219486582,1.709581206
468,7.224070106,1.710319933
469,7.224352337,1.707936292
470,7.23032445,1.70982104
471,7.228943328,1.707293072
472,7.241382393,1.71676306
473,7.240332124,1.712060921
474,7.242924225,1.711799914
475,7.243071645,1.710895077
476,7.246059256,1.709942455
477,7.246288298,1.707059286
478,7.259456586,1.717960595
479,7.257094219,1.713116572
480,7.263664132,1.715813153
481,7.264610574,1.714955314
482,7.261129434,1.708243643
483,7.269360758,1.712884152
484,7.272127076,1.713064618
485,7.275505308,1.71301173
486,7.282475676,1.717420517
487,7.284050956,1.715825784
488,7.288374655,1.718331547
489,7.29009745,1.716578684
490,7.291457735,1.715029506
491,7.292091261,1.713215028
492,7.292152926,1.710710833
493,7.302175811,1.718381686
494,7.301956703,1.714710429
495,7.305572946,1.71558247
496,7.313492468,1.718700045
497,7.302016624,1.707491262
498,7.308730362,1.710508053
499,7.312557883,1.712013702
500,7.319628629,1.716380175
501,7.322852514,1.717275967
502,7.321772298,1.71452298
503,7.319114352,1.708957647
504,7.326486811,1.712326925
505,7.329507531,1.713962875
506,7.333426418,1.714245726
507,7.332961196,1.71225648
508,7.343349602,1.718889527
509,7.34917685,1.721257753
510,7.34968692,1.718230081
511,7.346009603,1.713771406
512,7.351113042,1.716939993
513,7.356119877,1.717781082
514,7.357873679,1.717327161
515,7.357152739,1.714479567
516,7.359044708,1.713936762
517,7.36355911,1.71551055
518,7.364736988,1.714753451
519,7.366331058,1.713092374
520,7.372895297,1.716431822
521,7.373126974,1.715021364
522,7.366642044,1.707277802
523,7.380663123,1.716890306
524,7.385672108,1.719630419
525,7.380021856,1.712247448
526,7.387713907,1.715612385
527,7.390410007,1.716025069
528,7.388401757,1.713283286
529,7.394473723,1.715180029
530,7.395880044,1.713954622
531,7.396759321,1.71422278
532,7.402972526,1.716981276
533,7.398953039,1.710277243
534,7.396410576,1.705322649
535,7.408596307,1.715120951
536,7.408628658,1.712415506
537,7.410839595,1.712592102
538,7.415261394,1.714762603
539,7.417147448,1.713785196
540,7.413124637,1.707650162
541,7.414831863,1.70810344
542,7.425705964,1.714735688
543,7.42111923,1.709037369
544,7.424497509,1.709202725
545,7.423027005,1.706497151
546,7.431079804,1.710188377
547,7.430709476,1.708374508
548,7.432043556,1.707816151
549,7.437789721,1.710132946
550,7.439803201,1.710255356
551,7.443566013,1.710507252
552,7.449620572,1.714485707
553,7.443804247,1.707307646
554,7.449976963,1.711263296
555,7.448746112,1.706611889
556,7.446993096,1.704071425
557,7.456185045,1.708156325
558,7.454842869,1.706412836
559,7.457199681,1.706793764
560,7.461292148,1.707321275
561,7.461401763,1.705763833
562,7.463866716,1.705327751
563,7.468411339,1.706542008
564,7.468261828,1.705369077
565,7.465312286,1.701111041
566,7.473392941,1.706726688
567,7.480457718,1.710108577
568,7.475911186,1.705030289
569,7.480522988,1.706519575
570,7.475254765,1.699912117
571,7.483450023,1.705324236
572,7.484701737,1.703472412
573,7.489088436,1.705007633
574,7.485637887,1.700506433
575,7.500952591,1.711868101
576,7.495458819,1.705485677
577,7.494241283,1.702414256
578,7.5010252,1.705215669
579,7.498307537,1.701849327
580,7.499811156,1.701439593
581,7.505539949,1.704634219
582,7.507037201,1.703649015
583,7.506136297,1.701697043
584,7.507179891,1.699024716
585,7.50684637,1.697471392
586,7.514187469,1.701433206
587,7.516493002,1.701874963
588,7.52022825,1.702374999
589,7.523375807,1.704036683
590,7.523547178,1.702470997
591,7.527630177,1.703456616
592,7.527462159,1.702025014
593,7.525369862,1.698147539
594,7.533490645,1.702544675
595,7.536260655,1.702297696
596,7.537225178,1.701566332
597,7.538724283,1.701582235
598,7.540796954,1.701980884
599,7.538240182,1.698928701
600,7.542830673,1.699400893
601,7.549776502,1.702295153
602,7.550060287,1.701917197
603,7.550833176,1.701775675
604,7.554014075,1.701128535
605,7.550344616,1.695887427
606,7.555545592,1.698695554
607,7.557643875,1.699004977
608,7.558614598,1.699074857
609,7.561075079,1.698220193
610,7.564897582,1.699101997
611,7.559297978,1.69157161
612,7.569770256,1.699798955
613,7.567364107,1.695969032
614,7.576522288,1.701776811
615,7.574612247,1.69864439
616,7.581211333,1.702434609
617,7.582684206,1.701818829
618,7.584332834,1.701529726
619,7.582768012,1.698390637
620,7.584162358,1.698451754
621,7.59133068,1.701334885
622,7.587416875,1.696834917
623,7.595200013,1.701861479
624,7.596801899,1.700510509
625,7.596296859,1.699961977
626,7.599387243,1.701523758
627,7.598634392,1.697018695
628,7.600946041,1.698105389
629,7.604305233,1.698440839
630,7.605448525,1.698436821
631,7.60879559,1.69916148
632,7.607654737,1.696237263
633,7.610195573,1.696996847
634,7.615203667,1.699672558
635,7.614030688,1.696121381
636,7.616192564,1.696610223
637,7.619626124,1.697914735
638,7.625411618,1.70148789
639,7.619993501,1.695311035
640,7.625305823,1.69743893
641,7.630307057,1.699907835
642,7.630231631,1.698661609
643,7.637577401,1.702686969
644,7.634760682,1.697659879
645,7.639569658,1.700411422
646,7.640704442,1.700052402
647,7.643634687,1.70024307
648,7.642676119,1.698569
649,7.642945068,1.697482811
650,7.649787063,1.701126413
651,7.651419624,1.700255956
652,7.649832195,1.696428994
653,7.653419937,1.697933246
654,7.657174554,1.700101172
655,7.655742404,1.696953454
656,7.656719652,1.696200893
657,7.65939219,1.697044369
658,7.66480888,1.700979043
659,7.666164625,1.699699028
660,7.668194968,1.698631313
661,7.663862608,1.693486914
662,7.675119914,1.701536293
663,7.674127691,1.698600399
664,7.675665342,1.699029865
665,7.676999239,1.6971959
666,7.679196015,1.697759053
667,7.683858659,1.700710076
668,7.685184752,1.699335188
669,7.683786115,1.696646092
670,7.691209053,1.701881688
671,7.691538266,1.700989486
672,7.69162415,1.698431854
673,7.695112085,1.699988744
674,7.696854779,1.699916567
675,7.698192859,1.699175473
676,7.700628116,1.699495143
677,7.704702855,1.700865027
678,7.709562602,1.703735025
679,7.707979812,1.700247825
680,7.709342089,1.699584344
681,7.713588089,1.701207396
682,7.720954051,1.707542686
683,7.719958763,1.704023478
684,7.720558728,1.702815577
685,7.719667648,1.701097786
686,7.720282254,1.699122722
687,7.720045686,1.696920312
688,7.72872351,1.703387849
689,7.735639493,1.708405881
690,7.733783193,1.704924349
691,7.73147185,1.700693831
692,7.737600865,1.704267499
693,7.737059889,1.702370676
694,7.737425326,1.699944779
695,7.741864365,1.703230994
696,7.741919212,1.70081703
697,7.744656851,1.701500875
698,7.75064591,1.70593697
699,7.751498693,1.705029131
700,7.751056856,1.702771659
701,7.756049226,1.705422149
702,7.756119033,1.703601761
703,7.757606346,1.702582483
704,7.759374683,1.703136126
705,7.762530518,1.704838683
706,7.765424547,1.704441055
707,7.765450413,1.703431564
708,7.770617119,1.707317382
709,7.769573518,1.704197921
710,7.771907771,1.703915911
711,7.773959946,1.703998878
712,7.776943997,1.705425856
713,7.781164318,1.70781131
714,7.780785941,1.705425336
715,7.788145288,1.711878572
716,7.7846443,1.705831301
717,7.789086815,1.707395394
718,7.78861034,1.706432832
719,7.791221665,1.706556348
720,7.792337586,1.705677731
721,7.793640784,1.705289959
722,7.797910626,1.706896684
723,7.798099965,1.705801538
724,7.803314629,1.70903948
725,7.806434087,1.71039482
726,7.807954441,1.710344324
727,7.809475483,1.707860172
728,7.810615605,1.708479648
729,7.808858979,1.705672261
730,7.815633811,1.710853664
731,7.817810656,1.711230651
732,7.817149487,1.707835481
733,7.820611675,1.709370499
734,7.818150025,1.705469847
735,7.82614118,1.711093763
736,7.828187084,1.711689861
737,7.827181797,1.709046861
738,7.831262945,1.710438628
739,7.831756218,1.70938791
740,7.831410481,1.706202673
741,7.836458407,1.711033117
742,7.839430145,1.711937066
743,7.843040684,1.712526617
744,7.843990219,1.711659959
745,7.844829024,1.711681325
746,7.847345808,1.712781363
747,7.849024062,1.71224689
748,7.851651363,1.712549342
749,7.854104798,1.714076952
750,7.855134635,1.712303203
751,7.857329522,1.712060324
752,7.858980745,1.711964779
753,7.859206602,1.710428628
754,7.862298225,1.711620307
755,7.862781736,1.712122572
756,7.868329216,1.715460048
757,7.866637856,1.710814829
758,7.870838675,1.714064897
759,7.875398307,1.716035193
760,7.876670161,1.715476767
761,7.877850185,1.715908409
762,7.87982003,1.715118128
763,7.883470094,1.716584028
764,7.882565245,1.713934165
765,7.88538513,1.715848184
766,7.88773428,1.715558271
767,7.889510101,1.716122913
768,7.889315547,1.714596587
769,7.890725784,1.714020729
770,7.893264295,1.715092037
771,7.899098586,1.71860972
772,7.897832306,1.71591961
773,7.897892612,1.713629781
774,7.902004727,1.71623188
775,7.905484113,1.717788468
776,7.90868419,1.719192706
777,7.90971389,1.718777437
778,7.908556435,1.716035825
779,7.914898246,1.719590042
780,7.913764641,1.71715836
781,7.917142411,1.718833878
782,7.919475333,1.719498682
783,7.919246676,1.717231533
784,7.924622277,1.720666858
785,7.92632547,1.720824385
786,7.925432896,1.71851608
787,7.930264213,1.721522864
788,7.933786351,1.723460336
789,7.930151135,1.717443568
790,7.932776818,1.718750209
791,7.932862881,1.716904444
792,7.936122396,1.719101044
793,7.939295835,1.720019351
794,7.941734057,1.72044143
795,7.946650498,1.723143345
796,7.944107419,1.719717621
797,7.951358493,1.724922472
798,7.948936405,1.721082301
799,7.950632841,1.720467367
800,7.956251099,1.725106729
801,7.955301387,1.722375686
802,7.958004665,1.722687969
803,7.960442588,1.723752936
804,7.962607095,1.724307744
805,7.963817459,1.723932628
806,7.969406342,1.727755464
807,7.971750552,1.727209711
808,7.971195901,1.725715568
809,7.97200989,1.724621514
810,7.969989782,1.7213885
811,7.976383319,1.725856779
812,7.973435355,1.722040785
813,7.976346917,1.722869761
814,7.977155368,1.721959342
815,7.982391083,1.72538666
816,7.984528597,1.726221681
817,7.986106756,1.726403834
818,7.989536181,1.7279607
819,7.994152205,1.73011336
820,7.996062129,1.730092108
821,7.995821512,1.728330071
822,7.994020933,1.724746647
823,7.996116286,1.725863589
824,7.996071523,1.723771498
825,8.001460992,1.727996582
826,8.00159414,1.726343956
827,8.004838893,1.728183113
828,8.006026882,1.727060711
829,8.00680158,1.725683305
830,8.012104968,1.729840385
831,8.012306357,1.728094262
832,8.013312291,1.728000622
833,8.014204813,1.726967982
834,8.016674219,1.729095263
835,8.019515645,1.728681502
836,8.018575339,1.726249474
837,8.024590858,1.730843724
838,8.024933417,1.729395517
839,8.024267269,1.72739631
840,8.030917792,1.732004323
841,8.029872415,1.729064799
842,8.034605461,1.732622076
843,8.032875736,1.728925131
844,8.037800872,1.73259915
845,8.038256381,1.731486541
846,8.038876049,1.730498125
847,8.043299989,1.733663226
848,8.043070103,1.730596261
849,8.041974917,1.728821078
850,8.046087411,1.730764026
851,8.047607406,1.730766908
852,8.050775745,1.732048782
853,8.052591161,1.733024005
854,8.050947429,1.729736913
855,8.057005392,1.733572586
856,8.059081801,1.734242315
857,8.057674529,1.730623701
858,8.064145352,1.735501727
859,8.063592019,1.733899118
860,8.06880763,1.737764667
861,8.067148619,1.734346564
862,8.067860969,1.733563275
863,8.069760487,1.73448473
864,8.070755785,1.732829941
865,8.076229992,1.736604181
866,8.077436668,1.736930108
867,8.077139607,1.734326358
868,8.07647513,1.73296437
869,8.079546541,1.735109489
870,8.08033687,1.733215694
871,8.083484797,1.73464062
872,8.088293869,1.737532309
873,8.087015476,1.735936798
874,8.090399201,1.736644531
875,8.091239782,1.736641636
876,8.091787671,1.735006093
877,8.09741424,1.739493386
878,8.097938174,1.739346614
879,8.097629554,1.736802077
880,8.101442244,1.738273025
881,8.102620402,1.737594924
882,8.101890836,1.735672387
883,8.104326299,1.736753475
884,8.107627904,1.738590467
885,8.110638116,1.73922633
886,8.110677696,1.737267744
887,8.108128261,1.734810489
888,8.11310322,1.737580892
889,8.115371719,1.737912943
890,8.117479664,1.738222788
891,8.118708875,1.737572514
892,8.118006497,1.735899313
893,8.125520551,1.741951017
894,8.128790613,1.742975634
895,8.124796963,1.738537713
896,8.127607008,1.739016156
897,8.125075928,1.736121655
898,8.131077246,1.740432474
899,8.133432873,1.740982904
900,8.13670258,1.742429602
901,8.135008115,1.739195872
902,8.13745193,1.740289756
903,8.137993443,1.739899909
904,8.140527795,1.740636018
905,8.144007579,1.741756277
906,8.146236188,1.742086627
907,8.142615561,1.737960801
908,8.148132289,1.741545617
909,8.150472097,1.742608486
910,8.149096875,1.739720177
911,8.155331305,1.74486721
912,8.153860259,1.740778351
913,8.15862849,1.745241517
914,8.157442472,1.741880809
915,8.158797589,1.742764067
916,8.158496915,1.740558605
917,8.166954369,1.746771021
918,8.164087659,1.742873756
919,8.168586184,1.746112704
920,8.167273775,1.743011546
921,8.172086172,1.745002874
922,8.173040611,1.745448581
923,8.173851407,1.745163953
924,8.174913388,1.743731823
925,8.176938038,1.745234302
926,8.177343736,1.744541361
927,8.178091248,1.742561571
928,8.179773892,1.743575818
929,8.178720723,1.740933932
930,8.185810786,1.745929996
931,8.185626638,1.745461339
932,8.185978588,1.743809445
933,8.192437208,1.748610172
934,8.188321464,1.743024418
935,8.199089549,1.752387931
936,8.194048663,1.746347663
937,8.200635351,1.750831759
938,8.199444156,1.748052953
939,8.199720258,1.746307841
940,8.203863569,1.749702336
941,8.204374365,1.748068609
942,8.208505101,1.750312432
943,8.208980505,1.750296377
944,8.211942931,1.752718755
945,8.207595916,1.746310617
946,8.215698385,1.752998361
947,8.214390338,1.749807977
948,8.219521672,1.753403005
949,8.217081569,1.749861074
950,8.218063653,1.749594027
951,8.221743826,1.750618015
952,8.220438228,1.749382116
953,8.222343452,1.748972108
954,8.224384097,1.749798261
955,8.226745079,1.749687439
956,8.231644888,1.753915351
957,8.228218781,1.750419375
958,8.227226702,1.746623149
959,8.233062436,1.750736704
960,8.236978555,1.752931456
961,8.233180476,1.748810763
962,8.240411008,1.753351936
963,8.237016478,1.749597453
964,8.239020801,1.750337259
965,8.241237214,1.750608797
966,8.244073315,1.751469397
967,8.242976677,1.749997735
968,8.245334965,1.751113414
969,8.246321737,1.750314957
970,8.248648084,1.751271556
971,8.25016708,1.751099642
972,8.255082552,1.75430072
973,8.255545555,1.753385338
974,8.260635771,1.756360412
975,8.255193335,1.750699051
976,8.260561926,1.753913518
977,8.259956007,1.753286204
978,8.264874031,1.755273479
979,8.265524922,1.754541046
980,8.263694677,1.752547668
981,8.270184251,1.756509651
982,8.273712304,1.757164699
983,8.273350513,1.757222393
984,8.272805878,1.754919246
985,8.273909445,1.7552689
986,8.273851689,1.753255811
987,8.277466345,1.755849128
988,8.274960282,1.751261492
989,8.282888975,1.758532493
990,8.282442152,1.75635179
991,8.283646625,1.755361571
992,8.287831176,1.758578478
993,8.29038755,1.760133261
994,8.287334583,1.755060769
995,8.287818769,1.754578669
996,8.29054468,1.756067592
997,8.292963759,1.756860472
998,8.29475698,1.758029794
999,8.300101552,1.760656914
1000,8.297810439,1.756960264
1001,8.298505012,1.75740507
1002,8.303164296,1.760677352
1003,8.306425714,1.762034111
1004,8.302512517,1.757125179
1005,8.306724947,1.759637466
1006,8.30754482,1.759626665
1007,8.309550645,1.759441808
1008,8.307157276,1.756273784
1009,8.313247642,1.76020054
1010,8.315105564,1.761076052
1011,8.313420156,1.759229479
1012,8.316728605,1.760816302
1013,8.315833714,1.758971261
1014,8.322293294,1.762298063
1015,8.320733592,1.759744191
1016,8.321915593,1.760073388
1017,8.320575629,1.758484326
1018,8.327151601,1.762412047
1019,8.327200279,1.762979161
1020,8.329079286,1.761884754
1021,8.330767506,1.761023495
1022,8.335085745,1.763941083
1023,8.331547076,1.75979773
1024,8.336709051,1.764030168
1025,8.337071563,1.762854787
1026,8.340822177,1.764865374
1027,8.345216587,1.768275871
1028,8.341703529,1.763796927
1029,8.339644659,1.760200139
1030,8.340819772,1.760114624
1031,8.343097989,1.760820634
1032,8.347070667,1.763539221
1033,8.348257805,1.76429541
1034,8.351442545,1.764552557
1035,8.353093639,1.764956646
1036,8.353011336,1.763827802
1037,8.35199879,1.761843747
1038,8.356703309,1.764961166
1039,8.357413361,1.765315769
1040,8.356696606,1.763134662
1041,8.364529044,1.768644908
1042,8.358786795,1.762445933
1043,8.364481519,1.766298294
1044,8.368525286,1.768336309
1045,8.364601083,1.763598566
1046,8.36940633,1.766875394
1047,8.369449803,1.766306547
1048,8.366558095,1.762463981
1049,8.37292456,1.767316392
1050,8.369801343,1.763505136
1051,8.374921374,1.766512428
1052,8.377616307,1.768339284
1053,8.38084913,1.76838583
1054,8.383545483,1.770251301
1055,8.379865493,1.766451543
1056,8.384642645,1.769718193
1057,8.380568318,1.764156259
1058,8.386251797,1.768521629
1059,8.383880009,1.76523453
1060,8.39073104,1.769658733
1061,8.392508615,1.771057684
1062,8.393836259,1.769910509
1063,8.39742629,1.77287111
1064,8.393977335,1.768927144
1065,8.396760599,1.769450348
1066,8.397361983,1.768600095
1067,8.394341499,1.764925099
1068,8.401907127,1.770878096
1069,8.405870073,1.773604509
1070,8.405616223,1.772427424
1071,8.404667822,1.770961928
1072,8.409483201,1.773089784
1073,8.405608335,1.769655732
1074,8.41378287,1.774675165
1075,8.409042037,1.770711712
1076,8.412799796,1.770377007
1077,8.412763172,1.770603689
1078,8.419165887,1.775446408
1079,8.412415476,1.768681128
1080,8.418195274,1.771315135
1081,8.416926149,1.770288682
1082,8.416000503,1.76903848
1083,8.418471291,1.768790888
